Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;5841CD;1;50500;Maatschap Gaw En Mtj Derks;Gemertseweg 3;Oploo;17268717;;;;;
2024;5841CT;1;57380;;;;;;;;;
2024;5841CZ;1;30000;Fok En Trainingsstal De Brughoeve;Brugstraat 3;Oploo;17203657;;;;;
2024;5844AA;2;229900;Stal Vero;Radioweg 13;Stevensbeek;51980266;;;;;
2024;5844AR;1;349200;Dutch Vip Horses;Mullemsedijk 27;Stevensbeek;72866357;;;;;
2024;58454;1;1732300;;;;;;;;;
2024;5845EJ;2;1027700;;;;;;;;;
2024;5845ET;1;12500;Lomar Horses Bv;Boxmeerseweg 20;Sint Anthonis;75022990;;;;;
2024;5853EM;1;130200;Carbone Sport Horses Vof;Beltweg 2 a;Siebengewald;73733962;;;;;
2024;5854RA;1;408800;Stal7;Parallelweg 7;Bergen L;67386709;;;;;
2024;5855AV;1;1306200;;;;;;;;;
2024;5855EK;1;329200;;;;;;;;;
2024;5856AX;1;355100;Maatschap De Droogstal;Droogstal 6;Wellerlooi;14129563;;;;;
2024;5861AK;1;40000;;;;;;;;;
2024;5861BC;1;546000;;;;;;;;;
2024;5861CT;1;372100;Vof Hengstenhouderij Jos En Trudi Houwen;Postbaan 24 A;Wanssum;12037041;;;;;
2024;5863BE;1;126400;;;;;;;;;
2024;58640;1;896600;;;;;;;;;
2024;5865BA;1;458130;;;;;;;;;
2024;5866AP;1;409600;Brendaris Bv;Boabelweg 10;Swolgen;12031152;;;;;
2024;5866BR;2;1191070;Aniekpoelshorses Bv;Donkstraat 11;Swolgen;63904810;;;;;
2024;5866CG;1;78000;;;;;;;;;
2024;5871CR;1;204000;;;;;;;;;
2024;5872CD;1;131100;;;;;;;;;
2024;59174;1;463200;;;;;;;;;
2024;59192;1;75800;;;;;;;;;
2024;59199;1;86600;;;;;;;;;
2024;59227;1;41800;;;;;;;;;
2024;5925NE;1;85900;;;;;;;;;
2024;59269;1;137200;;;;;;;;;
2024;5926PB;1;147000;Maatschap Keunen Korsten;Berenbroekweg 16;Venlo;14125576;;;;;
2024;5927NP;1;669800;;;;;;;;;
2024;5927NX;1;129000;;;;;;;;;
2024;5927PA;1;43550;;;;;;;;;
2024;5928RL;1;267200;Clear Round Bv;Venrayseweg 354;Venlo;68231563;;;;;
2024;59320;1;189400;;;;;;;;;
2024;59348;1;273100;;;;;;;;;
2024;59368;1;870500;;;;;;;;;
2024;59399;1;285900;;;;;;;;;
2024;5941MX;1;179600;;;;;;;;;
2024;59427;1;2859900;;;;;;;;;
2024;59439;1;277600;;;;;;;;;
2024;5944EL;1;360900;Hans Van Den Berg;Boerenweg 78;Arcen;12035671;;;;;
2024;59494;1;10400;;;;;;;;;
2024;59514;1;29200;;;;;;;;;
2024;5951NH;1;201000;;;;;;;;;
2024;5951NJ;1;1105600;;;;;;;;;
2024;5951NK;1;345000;Stal Melis;Elshoutweg 27;Belfeld;64678229;;;;;
2024;5954PJ;1;67360;;;;;;;;;
2024;5961NE;1;204400;;;;;;;;;
2024;5961PM;1;149600;Brookhorses;Vrouwboomweg 26;Horst;53188462;;;;;
2024;5962NV;1;348900;;;;;;;;;
2024;5964AJ;1;328500;;;;;;;;;
2024;5964ND;1;542700;;;;;;;;;
2024;5964NR;1;324300;Stal Tacken;Kannegietweg 11;Meterik;70576742;;;;;
2024;5964PE;1;474720;;;;;;;;;
2024;5966RL;1;14000;;;;;;;;;
2024;5966RS;1;302500;Mfs Horses Bv;Graafsebosweg 4;America;59960914;;;;;
2024;5971BV;1;140300;;;;;;;;;
2024;5975NT;1;602900;;;;;;;;;
2024;5975NV;1;86300;Kalitera;Kleefsedijk 23;Sevenum;80262074;;;;;
2024;5975NW;1;121500;;;;;;;;;
2024;5975PB;1;167500;Hoeymakers Fruit;Broek 18 a;Sevenum;56382650;;;;;
2024;5975PC;1;293000;;;;;;;;;
2024;5975PN;1;426100;Stal Vestjens Bv;Vinkepas 16;Sevenum;70097488;;;;;
2024;5975PP;2;498800;;;;;;;;;
2024;5975PS;1;309600;;;;;;;;;
2024;5976NL;1;201300;Domino Horses;Peelstraat 30;Kronenberg;72762934;;;;;
2024;5976PL;2;382070;Equestrian Centre De Peelbergen;Travers 5;;;623071155;;;;
2024;5977NE;1;126000;;;;;;;;;
2024;5977NJ;1;267800;If;Drie Kooienweg 9;Evertsoord;75911248;;;;;
2024;5977NM;1;177500;;;;;;;;;
2024;5981NS;1;243700;;;;;;;;;
2024;5981PD;1;141300;;;;;;;;;
2024;5981PK;1;155000;Stal Leisink;Haagveld 13 A;Panningen;56904770;;;;;
2024;5984NV;1;606700;Van Mierlo Handelsstal Vof;De Brentjes 39;Koningslust;12040711;;;;;
2024;5985NC;1;646200;;;;;;;;;
2024;5985NH;1;188700;;;;;;;;;
2024;5987NC;2;599900;Paardenfokkerij Van Der Palen;Roggelseweg 121;Egchel;70892083;;;;;
2024;5987ND;1;415000;Haras Du Buisson;Roggelseweg 138;Egchel;53963679;;;;;
2024;5987NJ;1;409700;;;;;;;;;
2024;5988NT;1;272500;Hgg Wilms;Molenstraat 124;Helden;60751282;;;;;
2024;5991ND;1;367600;Stal Hendrix;Napoleonsbaan Zuid 32;Baarlo;14107583;;;;;
2024;5991NE;1;596860;;;;;;;;;
2024;5993NK;1;327900;De Dijkerhoeve;Sevenumse Dijk 10;Maasbree;58373705;;;;;
2024;5993PB;1;155150;Vof Beekerheide;Lange Heide 10;Maasbree;12022844;;;;;
2024;5993PS;1;118200;;;;;;;;;
2024;5993PX;1;420500;;;;;;;;;
2024;5995BM;1;111800;;;;;;;;;
2024;5995NS;1;384200;;;;;;;;;
2024;5995NT;1;1303700;Hx Breeding 2;Rijksweg 43;Kessel;12058109;;;;;
2024;5995PP;1;31900;Paddock Paradise De Gangelt;Hout 10;Kessel;78407680;;;;;
2024;5995PT;2;351900;;;;;;;;;
2024;5995PX;3;471500;De Ruyter Stables Vof;Keizersbaan 3;Kessel;12040255;;;;;
2024;5995RN;1;36300;;;;;;;;;
2024;6002NB;1;409300;;;;;;;;;
2024;6002SG;1;26100;;;;;;;;;
2024;6002ST;1;177200;;;;;;;;;
2024;6002TB;2;856000;Stal California Cv;Eindhovenseweg 93;Weert;13039199;;;;;
2024;6003NT;2;649200;;;;;;;;;
2024;6003PR;1;525900;VOF PSC Laar;Koenderstraat 1 B;;;0495-533671;;;;
2024;6003PW;2;565200;Hop Horses;Weijerkesweg 5;Weert;72565136;;;;;
2024;6004RC;1;785300;;;;;;;;;
2024;6005NE;1;127000;Husain International Sales Bv;Breijbaan 13;Weert;75945142;;;;;
2024;6005NG;1;213100;;;;;;;;;
2024;6006AD;1;117600;;;;;;;;;
2024;6006NS;1;370300;;;;;;;;;
2024;6006PS;1;365800;Hengstenhouderij Ki Station Dirckx;Dijkerstraat 28 A;Weert;12052495;;;;;
2024;6006PW;1;161800;;;;;;;;;
2024;6006ST;1;351300;;;;;;;;;
2024;6006TA;1;915600;Bridgeside Farms International Bv;IJzerenmanweg 4;Weert;68701780;;;;;
2024;6006VE;1;793100;Heinrichs Gruppe Paarden Opfok Bv;Dijkerpeelweg 14;Weert;74474111;;;;;
2024;6011SK;1;32900;;;;;;;;;
2024;6013RD;1;284800;;;;;;;;;
2024;6013RX;1;249500;;;;;;;;;
2024;6015AX;1;173800;;;;;;;;;
2024;6017BX;1;328200;;;;;;;;;
2024;6021CX;1;6000;;;;;;;;;
2024;6021GN;1;201000;;;;;;;;;
2024;6021PA;1;255200;Stal Leijser;Randweg-Oost 35;Budel;17273197;;;;;
2024;6021SB;1;37500;Stoeterij De Berghoeve;Bergbosweg 38;Budel;17275347;;;;;
2024;6023AJ;1;245900;;;;;;;;;
2024;6026RG;1;2292940;Lac Hoeve;Hugten 19;Maarheeze;77045599;;;;;
2024;6027RH;1;798900;;;;;;;;;
2024;6028RD;1;135600;Verhoeven;Vennenweg 14;Gastel;17275364;;;;;
2024;6029PG;1;384000;Rundveebedrijf Van Middelaar;Peelven 8;Sterksel;17276021;;;;;
2024;6029PS;1;243500;;;;;;;;;
2024;6031AD;1;40440;;;;;;;;;
2024;6031PX;2;1267400;;;;;;;;;
2024;6035AB;2;570300;Stal De Claesstraete;Klaarstraat 34;Ospel;14113313;;;;;
2024;6035BS;1;115500;;;;;;;;;
2024;6035PT;1;339000;;;;;;;;;
2024;6035PV;1;24120;Van Den Broek Springpaarden;Schepengraaf 10 A;Ospel;67535178;;;;;
2024;6035RZ;1;273800;;;;;;;;;
2024;6035SJ;1;111900;;;;;;;;;
2024;6037NM;1;148800;Van Meerwijk Ruitersport;Kempisweg 5;Kelpen-Oler;80262104;;;;;
2024;6037NV;2;274200;;;;;;;;;
2024;6037RH;1;231800;Hhe Reijnen;Zandstraat 8;Kelpen-Oler;14120079;;;;;
2024;6039RK;1;309500;;;;;;;;;
2024;6042KS;1;249200;;;;;;;;;
2024;6042LA;1;111400;;;;;;;;;
2024;6042LR;1;716400;;;;;;;;;
2024;6061AK;1;181100;;;;;;;;;
2024;6067AB;1;16340;;;;;;;;;
2024;6071PD;1;120600;Maatschap T Haesterdt;Wieler 19;Swalmen;14124162;;;;;
2024;6071PR;1;105000;;;;;;;;;
2024;6074AC;1;512700;;;;;;;;;
2024;6074EN;1;120300;;;;;;;;;
2024;6074ES;1;9000;;;;;;;;;
2024;6075NE;1;238000;;;;;;;;;
2024;6086AR;1;233300;Paardencentrum Epona;Kruisstraat 7;Neer;12047344;;;;;
2024;6088AD;1;175500;;;;;;;;;
2024;6088EE;1;91000;;;;;;;;;
2024;6088NN;1;239700;Stal Eijkhof;Strubben 11;Roggel;12064149;;;;;
2024;6088NT;1;848800;Maatschap Sleutels Goltstein;Heldensedijk 12;Roggel;50772686;;;;;
2024;6088PD;1;25760;;;;;;;;;
2024;6093PB;1;231900;;;;;;;;;
2024;6093PC;1;10000;;;;;;;;;
2024;6093PR;1;478100;Stal Le Winne;Scheyvenhofweg 8;Heythuysen;14115231;;;;;
2024;6095ND;1;535600;;;;;;;;;
2024;6095NE;1;405000;;;;;;;;;
2024;6096AR;1;596700;;;;;;;;;
2024;6097AE;1;171400;;;;;;;;;
2024;6097AV;1;74980;;;;;;;;;
2024;6097NK;1;341400;;;;;;;;;
2024;6101EJ;1;113000;;;;;;;;;
2024;6101RA;1;146900;;;;;;;;;
2024;6101XR;1;178900;;;;;;;;;
2024;6101XZ;1;286700;;;;;;;;;
2024;6102RV;1;338600;;;;;;;;;
2024;6104BM;1;25000;Stal Het Koningspaard;Kap Verdonschotstraat 56;Koningsbosch;14074014;;;;;
2024;6104RG;1;567600;;;;;;;;;
2024;6104RT;1;63700;;;;;;;;;
2024;6105AD;2;630660;Atj Vullers;Boekhorstweg 4;Maria Hoop;14111920;;;;;
2024;6105AM;1;1061900;;;;;;;;;
2024;6111AA;1;352700;Maatschap Pex Paulssen;Leenderveldweg 1;Sint Joost;14128359;;;;;
2024;6114AN;1;322400;Hoeve Ijzerenbosch;Aardenweg 31;Susteren;12066436;;;;;
2024;6114JZ;1;96300;;;;;;;;;
2024;6114KE;1;113200;Paardenboerderij Sonhof;Zilstraat 7;Susteren;12059323;;;;;
2024;6114KW;1;288000;;;;;;;;;
2024;6114LB;2;2195100;Mhpr Dohmen;Lange Akkersweg 1;Susteren;14113942;;;;;
2024;6114RE;2;382700;;;;;;;;;
2024;6114RM;1;73600;;;;;;;;;
2024;6116CC;1;60400;;;;;;;;;
2024;6121XK;1;78300;;;;;;;;;
2024;6132AW;1;275900;;;;;;;;;
2024;6132KA;1;33000;;;;;;;;;
2024;6141AW;1;728600;;;;;;;;;
2024;6142BT;1;228200;Wagemans Stables Vof;Fischerpad 2;Einighausen;78176050;;;;;
2024;6153AB;1;288400;;;;;;;;;
2024;6155NM;2;416600;Stoeterij Keldenaar Bv;Keldenaar 4;Puth;69079331;;;;;
2024;6164JL;1;910100;;;;;;;;;
2024;6171XA;1;841400;;;;;;;;;
2024;6191PJ;2;942700;;;;;;;;;
2024;6225NC;1;309900;Firenze Holding;Molenweg 8;Maastricht;72675381;;;;;
2024;6226DL;1;6100;;;;;;;;;
2024;6228XV;1;877000;;;;;;;;;
2024;6235AA;1;467000;Pn Dassio Bv;Genzon 71;Ulestraten;73721891;;;;;
2024;6235AJ;1;107300;;;;;;;;;
2024;6241ND;1;241400;De Meer;Meerstraat 47;Bunde;14101791;;;;;
2024;6241NS;1;34000;;;;;;;;;
2024;6243AG;1;125300;;;;;;;;;
2024;6245AA;1;365600;Stal Kerenshof;Voerstraat 4;Eijsden;76280403;;;;;
2024;6255AJ;1;60300;;;;;;;;;
2024;6255NJ;1;170100;Opfokbedrijf Heuvelland;Bergenhuizen 17;Noorbeek;14125420;;;;;
2024;6255NK;1;310800;Raeven Sporthorses Bv;Bergenhuizen 22;Noorbeek;62444395;;;;;
2024;6262NZ;1;1316500;Maatschap Scheepers Moermans;Grotestraat 5;Banholt;51799812;;;;;
2024;6267AA;1;671700;;;;;;;;;
2024;6267AH;1;132100;Tychon Jl;Rijksweg 102;Cadier en Keer;14629899;;;;;
2024;6268NC;1;185600;Akerdael Bv;Oude Akerstraat 51;Bemelen;66707331;;;;;
2024;6269NG;1;41300;;;;;;;;;
2024;6271NS;1;84300;;;;;;;;;
2024;6281AD;1;107500;;;;;;;;;
2024;6286CJ;1;86800;;;;;;;;;
2024;6291DA;1;220200;;;;;;;;;
2024;6291DB;1;83000;;;;;;;;;
2024;6291NA;1;115400;Paardenstalling Erkens;Wolfhaag 61;Vaals;14119153;;;;;
2024;6291NG;2;371200;;;;;;;;;
2024;6294NC;1;150300;;;;;;;;;
2024;6294NG;1;1107500;Paardenhouderij Smeets;Harles 18;Vijlen;52389928;;;;;
2024;6301PR;1;972200;;;;;;;;;
2024;6325PA;1;165400;;;;;;;;;
2024;6325PB;1;81900;;;;;;;;;
2024;6325PC;1;77800;;;;;;;;;
2024;6325PE;1;32300;;;;;;;;;
2024;6333CB;1;157700;;;;;;;;;
2024;6333ER;1;335700;;;;;;;;;
2024;6336PC;1;1613000;;;;;;;;;
2024;6336TG;1;1173100;Jmej Bemelmans;Wissengrachtweg 45;Hulsberg;73814709;045-4053842;;;;
2024;6336VW;1;992700;;;;;;;;;
2024;6336XZ;1;98000;;;;;;;;;
2024;6343PB;1;308500;;;;;;;;;
2024;6343PH;1;154740;Stal Schaepkens;Retersbekerweg 5;Klimmen;51727811;;;;;
2024;6343PL;1;344100;;;;;;;;;
2024;6351JE;1;48000;;;;;;;;;
2024;6351JL;1;32500;;;;;;;;;
2024;6353AK;1;40800;;;;;;;;;
2024;6361DA;1;102400;Op De Brant;Branterweg 3;Nuth;72037458;;;;;
2024;6361HH;1;378400;;;;;;;;;
2024;6363CB;1;746800;;;;;;;;;
2024;6363CD;1;432400;;;;;;;;;
2024;6365AC;1;384900;;;;;;;;;
2024;6365EA;1;158800;;;;;;;;;
2024;6367AJ;1;124400;;;;;;;;;
2024;6369BK;1;96900;;;;;;;;;
2024;6369TE;2;781500;;;;;;;;;
2024;6371CZ;1;254800;;;;;;;;;
2024;6371GJ;1;12720;;;;;;;;;
2024;6372AP;1;85300;;;;;;;;;
2024;6372VG;1;165700;;;;;;;;;
2024;6372XH;1;1399900;;;;;;;;;
2024;6374CB;1;1377700;;;;;;;;;
2024;6374CT;1;71000;;;;;;;;;
2024;6374ER;1;34000;;;;;;;;;
2024;6374LG;2;1005700;;;;;;;;;
2024;6374XX;1;1102900;Handelsstal T Geet Good;Haanweg 12;Landgraaf;14052977;;;;;
2024;6419PL;1;163500;;;;;;;;;
2024;6431EZ;1;223100;;;;;;;;;
2024;6433KG;1;17100;;;;;;;;;
2024;6438AE;2;1145800;;;;;;;;;
2024;6438BK;1;89400;;;;;;;;;
2024;6438GE;1;193300;;;;;;;;;
2024;6438HA;1;213000;De Ierse Tinker;Oirsbekerweg 55;Oirsbeek;14073791;;;;;
2024;6439AD;1;1333700;Maatschap Mhjm Bergmans;Maastrichterweg 2;Doenrade;70948496;;;;;
2024;6441JA;1;313700;;;;;;;;;
2024;6441LG;1;3188600;P G Reumkens Vof;Akkerweg 5 A;Brunssum;14077013;;;;;
2024;6447BV;1;436400;;;;;;;;;
2024;6447CJ;1;256200;;;;;;;;;
2024;6447CL;1;167200;;;;;;;;;
2024;6451AG;1;462300;;;;;;;;;
2024;6451BX;1;626100;;;;;;;;;
2024;6451BZ;1;364200;;;;;;;;;
2024;6451CH;1;112200;;;;;;;;;
2024;6451PA;1;196800;;;;;;;;;
2024;6451PR;1;132400;;;;;;;;;
2024;6456AP;1;48000;Anouk Lambrichts;Eindstraat 19;Bingelrade;54451183;;;;;
2024;6464GM;1;273200;;;;;;;;;
2024;6465AC;1;1223900;;;;;;;;;
2024;6466GC;1;152400;;;;;;;;;
2024;6534AP;1;108000;;;;;;;;;
2024;6542SX;1;41000;;;;;;;;;
2024;6551ZE;1;15000;;;;;;;;;
2024;6561KP;1;257400;;;;;;;;;
2024;6561KS;1;316900;7 Hills Cv;Oude Kleefsebaan 164;Groesbeek;9206141;;;;;
2024;6561KV;1;479800;Lagewald;Lagewald 13;Groesbeek;9203781;;;;;
2024;6562DM;1;26200;;;;;;;;;
2024;6562KC;1;692200;Stal Klein Amerika;Klein Amerika 1;;;31642116135;;;;
2024;6562KK;1;170400;;;;;;;;;
2024;6562LS;1;470000;;;;;;;;;
2024;6571CH;2;683500;;;;;;;;;
2024;6571CK;1;9000;;;;;;;;;
2024;6573AZ;1;59500;Stal Ebbers Vof;Alde Weteringweg 2;Beek;10147869;;;;;
2024;6581ED;1;644600;Stal Theunissen;Rijksweg 23;Malden;70715602;;;;;
2024;6582BB;1;287500;Stal Noyco;Looistraat 63;Heumen;9178106;;;;;
2024;6582BR;1;780100;PSC De Veerkracht;Vosseneindseweg 52;;;024-3581386;;;;
2024;6585KP;1;611600;Rs Dressage Center De Horst;Bracamonteweg 51;Mook;58093362;;;;;
2024;6585XG;1;143300;;;;;;;;;
2024;6595MB;1;854100;;;;;;;;;
2024;6595MG;1;208900;;;;;;;;;
2024;6595MK;1;245500;Stal Van Dijk Bv;Moerasweg 6;Ottersum;12031246;;;;;
2024;6596MA;1;687040;;;;;;;;;
2024;6596MB;1;476600;;;;;;;;;
2024;6598AE;1;234000;Dressuurstal Deenen Vof;Hoofdstraat 44 a;Heijen;76874583;;;;;
2024;6598MC;2;551900;Beco Horses Vof;Hommersumseweg 57;Heijen;66614546;;;;;
2024;6601PB;2;528000;;;;;;;;;
2024;6603KD;1;134500;;;;;;;;;
2024;6603KN;1;453500;;;;;;;;;
2024;6603KS;1;41000;;;;;;;;;
2024;6603KT;1;806200;RSC Sint Frans;Heumenseweg 192;;;024-6412218;;;;
2024;6603KW;1;73200;;;;;;;;;
2024;6603LM;1;307700;;;;;;;;;
2024;6604BH;1;36000;;;;;;;;;
2024;6604KE;1;64700;;;;;;;;;
2024;6604KG;1;71000;;;;;;;;;
2024;6611AD;1;282000;C A T Kouwenberg;Rotsestraat 4;Overasselt;50857266;;;;;
2024;6611AM;1;30800;;;;;;;;;
2024;6611KJ;1;83800;;;;;;;;;
2024;6611KR;1;507400;Stal Formidabel;Heegseveldweg 1;Overasselt;9112980;;;;;
2024;6611KS;1;297800;Hoefsmederij Jacobs;Garstkampsestraat 6;Overasselt;10142652;;;;;
2024;6615AK;1;870800;;;;;;;;;
2024;6615AP;1;65000;;;;;;;;;
2024;6616AA;1;149300;Am Rising Star Ranch;Diepestraat 4;Hernen;9181094;;;;;
2024;6616AC;1;205300;;;;;;;;;
2024;6617AK;1;294100;;;;;;;;;
2024;6617AZ;2;158400;;;;;;;;;
2024;6617KH;1;15800;;;;;;;;;
2024;6621BR;1;634500;;;;;;;;;
2024;6621KL;1;34900;Op Stal 128 Bv;van Heemstraweg 128;Dreumel;78284880;;;;;
2024;6624KJ;1;852000;Hengstenstation Van Uytert Bv;van Heemstraweg 6;Heerewaarden;56863632;;;;;
2024;6628AG;1;11000;;;;;;;;;
2024;6631BK;1;25000;;;;;;;;;
2024;6631KC;1;473000;Stal Van Beijnum;Ulandsestraat 1;Horssen;30268735;;;;;
2024;6631KJ;1;314400;Hengstenhouderij Dibbits;Molenweg 20;Horssen;30255790;;;;;
2024;6631KW;1;4000;;;;;;;;;
2024;6634KC;1;21000;;;;;;;;;
2024;6634KH;1;320000;;;;;;;;;
2024;6641KZ;1;16462900;;;;;;;;;
2024;6644AD;1;283500;;;;;;;;;
2024;6644KJ;1;4000;;;;;;;;;
2024;6644KP;1;14000;;;;;;;;;
2024;6644KR;2;541900;Smc Bloem;Ficarystraat 5;Ewijk;9204785;;;;;
2024;6653CG;1;44000;;;;;;;;;
2024;6655KB;1;211200;Mts Hgam Ten Doeschate En Rahm Ten Doeschate;Kerkstraat 26;Puiflijk;56442637;;;;;
2024;6657AA;1;290300;Franssen Boven Leeuwen Beheer Bv;Kampsestraat 25;Boven-Leeuwen;10019449;;;;;
2024;6657AE;1;169400;;;;;;;;;
2024;6659KE;1;95000;;;;;;;;;
2024;6661KE;1;564900;;;;;;;;;
2024;6661NB;1;19500;;;;;;;;;
2024;6661ND;1;107100;Stoeterij Koningsland;Snodenhoeksestraat 19;Elst;9057855;;;;;
2024;6661NG;1;64000;;;;;;;;;
2024;6661NK;1;138000;;;;;;;;;
2024;6661NN;1;293000;;;;;;;;;
2024;6661NP;1;36000;;;;;;;;;
2024;6661NR;1;810700;;;;;;;;;
2024;6661NS;2;207500;F Doezejager;Kerkstraat 6;Elst;9193702;;;;;
2024;6662NP;2;92400;G Groeneveld;Breedlersestraat 10;Elst;62221795;;;;;
2024;6663KC;1;24000;;;;;;;;;
2024;6665LL;1;605400;E Ten Bosch;Vogelenzangsestraat 10;Driel;63778505;;;;;
2024;6666AE;1;513400;;;;;;;;;
2024;6666GA;1;561400;Stoeterij Airborne;Boterhoeksestraat 54;Heteren;71004971;;;;;
2024;6666LA;1;403300;Stal Darwin;Uilenburgsestraat 29;Heteren;9041231;;;;;
2024;6668AT;1;75000;;;;;;;;;
2024;6671DH;1;41500;;;;;;;;;
2024;6672MC;1;51600;;;;;;;;;
2024;6674MB;1;53700;;;;;;;;;
2024;6674MH;1;1500;;;;;;;;;
2024;6678PA;1;88000;;;;;;;;;
2024;6681DX;1;132300;Stoeterij Buitenzorg;Ressensestraat 7;Bemmel;62887424;;;;;
2024;6681VX;1;391500;;;;;;;;;
2024;6687AT;1;149700;Stal Cunera;Kampsestraat 61;Angeren;80219616;;;;;
2024;6687LD;1;2506300;;;;;;;;;
2024;6687LS;2;48500;;;;;;;;;
2024;6687LT;2;90700;;;;;;;;;
2024;6691ES;2;303900;;;;;;;;;
2024;6691EV;1;244500;;;;;;;;;
2024;6691GE;1;15500;;;;;;;;;
2024;6691JJ;1;28400;;;;;;;;;
2024;6691MG;1;69000;;;;;;;;;
2024;6704AN;1;192600;;;;;;;;;
2024;6704PA;1;150000;;;;;;;;;
2024;6717XA;1;80880;;;;;;;;;
2024;6718NG;1;1386300;Stoeterij Van Kleef Bv;Maanderdijk 28;Ede;70072876;;;;;
2024;6718PC;1;428900;;;;;;;;;
2024;6718PG;1;907600;Hengstenstation Gebr Van Manen Bv;Zuiderkade 41;Ede;72005335;;;;;
2024;6718SB;1;338000;The Mill Ranch;Apeldoornseweg 9;Ede;9076999;;;;;
2024;6718SH;1;960700;Oscarhoeve;Deelweg 20;Ede;9137189;;;;;
2024;6718ST;1;94000;;;;;;;;;
2024;6718TJ;1;86700;;;;;;;;;
2024;6718TZ;1;378000;Joel Agrarische Dienstverlening;Nieuwesteeg 2 A;Ede;78751519;;;;;
2024;6718VD;1;229200;Dressuurstal Bart Bax;Schampsteeg 2;Ede;71745041;;;;;
2024;6718WC;1;358200;;;;;;;;;
2024;6718WH;1;113380;;;;;;;;;
2024;6721ML;1;73300;;;;;;;;;
2024;6721MV;1;450900;;;;;;;;;
2024;6721MX;1;257700;;;;;;;;;
2024;6721NA;1;237800;Curly Paarden In Het Veld;Zwartesteeg 1;Bennekom;62145177;;;;;
2024;6721NC;1;15000;;;;;;;;;
2024;6721NH;1;121800;Pensionstal Roosendaal;Harnsesteeg 12 12a;Bennekom;9211715;;;;;
2024;6731BV;1;483000;;;;;;;;;
2024;6731SC;2;747500;Stal Welgelegen Otterlo;Apeldoornseweg 200 A;Otterlo;70170053;;;;;
2024;6732AS;1;466800;;;;;;;;;
2024;6732DG;1;567800;Resim Facilitair Paarden Centrum Bv;Laarweg 15;Harskamp;54605970;;;;;
2024;6732GC;1;283600;Lindenburg Sport Horses;Pijnenburgweg 12;Harskamp;53364775;;;;;
2024;6732GL;1;160500;Gj Kampert;Blaakweg 18;Harskamp;67370888;;;;;
2024;6732GR;1;567300;A Hendrikse;Westenengerdijk 44;Harskamp;9194620;;;;;
2024;6733JB;1;32500;Stoeterij Zandvliet Cv;Koperensteeg 20;Wekerom;9103897;;;;;
2024;6741EC;1;1805940;De Nieuwe Heuvel Bv;Veenstraat 1;Lunteren;9153721;;;;;
2024;6741GR;1;97500;;;;;;;;;
2024;6741GV;1;154000;;;;;;;;;
2024;6741HE;1;260800;;;;;;;;;
2024;6741HH;1;496500;Henk Delen Wagenbouwtraining;Veldhuizerweg 10 a;Lunteren;9215041;;;;;
2024;6741HN;1;109760;;;;;;;;;
2024;6741HP;3;871300;Stal Beiten;Meulunterseweg 66;Lunteren;78101441;;;;;
2024;6741JL;1;151920;;;;;;;;;
2024;6741KN;1;187800;;;;;;;;;
2024;6741KP;1;860700;Kabeko Doors;Immenweg 12;Lunteren;8225399;;;;;
2024;6741LD;1;245200;Buitenlust Paardentraining;Bisschopweg 83;Lunteren;74253875;;;;;
2024;6741LH;1;147600;;;;;;;;;
2024;6741PB;2;639800;;;;;;;;;
2024;6741PG;1;499200;;;;;;;;;
2024;6741PL;1;94900;;;;;;;;;
2024;6744PJ;1;669000;Rancho Di Cabai;Poelweg 7;Ederveen;77694163;;;;;
2024;6744TB;1;373200;;;;;;;;;
2024;6816RW;1;607600;;;;;;;;;
2024;6816SJ;1;672500;;;;;;;;;
2024;6816VA;1;127530;;;;;;;;;
2024;6816VS;1;283370;;;;;;;;;
2024;6836AA;1;153000;;;;;;;;;
2024;6836AB;1;240000;;;;;;;;;
2024;6836AG;1;333900;;;;;;;;;
2024;6851DK;1;387000;Ruitersportcentrum Huissen;Karstraat 34 b;Huissen;65772199;;;;;
2024;6861AH;1;154900;;;;;;;;;
2024;6862BH;1;584000;Glock Hpc Nl Bv;van Borsselenweg 39;Oosterbeek;54269288;;;;;
2024;6865NA;1;1211300;;;;;;;;;
2024;6865ND;1;276300;;;;;;;;;
2024;6866NL;1;267000;;;;;;;;;
2024;6866NM;2;47500;;;;;;;;;
2024;6871NJ;1;52000;;;;;;;;;
2024;6871NR;1;448000;;;;;;;;;
2024;6874BT;1;1371900;;;;;;;;;
2024;6903PE;1;394300;;;;;;;;;
2024;6905BA;1;726300;;;;;;;;;
2024;6905CE;1;73500;;;;;;;;;
2024;6909BL;1;934700;;;;;;;;;
2024;6911KM;1;827000;Mam Bouwmanwgpm Bouwman Peek;de Berghoofdseweg 4;Pannerden;9211980;;;;;
2024;6914KJ;1;192000;Camping De Boschhof;Polderdijk 2 a;Herwen;9162338;;;;;
2024;6914KK;1;45400;;;;;;;;;
2024;6921PM;1;18620;;;;;;;;;
2024;6923CB;1;55600;Shetlandpony Fokkerij Stal Nieuw Vredenburg;Lijkweg 23;Groessen;76381293;;;;;
2024;6923CC;1;301300;;;;;;;;;
2024;6924AB;1;333100;Stal Hendriks Duiven Nv;Loostraat 1 a;Loo Gld;65391497;;;;;
